origin,destination,hr,km
Africa:Guinea:Boke:Boffa,Africa:Sierra Leone:Eastern:Kailahun,,441.01277037870824
Africa:Guinea:Boke:Boffa,Africa:Sierra Leone:Eastern:Kenema,,407.66935592711985
Africa:Guinea:Boke:Boffa,Africa:Sierra Leone:Eastern:Kono,,390.88748889708637
Africa:Guinea:Boke:Boffa,Africa:Sierra Leone:Northern:Bombali,,228.48812865336174
Africa:Guinea:Boke:Boffa,Africa:Sierra Leone:Northern:Kambia,,169.3801672435962
Africa:Guinea:Boke:Boffa,Africa:Sierra Leone:Northern:Koinadugu,,321.0367275055485
Africa:Guinea:Boke:Boffa,Africa:Sierra Leone:Northern:Port Loko,,205.73333412389584
Africa:Guinea:Boke:Boffa,Africa:Sierra Leone:Northern:Tonkolili,,284.525360813971
Africa:Guinea:Boke:Boffa,Africa:Sierra Leone:Southern:Bo,,357.6804719203129
Africa:Guinea:Boke:Boffa,Africa:Sierra Leone:Southern:Bonthe,,335.8046078099681
Africa:Guinea:Boke:Boffa,Africa:Sierra Leone:Southern:Moyamba,,282.5026802689834
Africa:Guinea:Boke:Boffa,Africa:Sierra Leone:Southern:Pujehun,,431.53328659802384
Africa:Guinea:Boke:Boffa,Africa:Sierra Leone:Western:Western Rural,,229.37357072709918
Africa:Guinea:Boke:Boffa,Africa:Sierra Leone:Western:Western Urban,,206.08122582479598
Africa:Guinea:Boke:Boffa,Africa:Liberia:Bomi,,533.7221272609063
Africa:Guinea:Boke:Boffa,Africa:Liberia:Bong,,603.4286411245461
Africa:Guinea:Boke:Boffa,Africa:Liberia:Gbapolu,,483.5554117444682
Africa:Guinea:Boke:Boffa,Africa:Liberia:GrandBassa,,654.1088454014281
Africa:Guinea:Boke:Boffa,Africa:Liberia:Grand Cape Mount,,480.97537306669693
Africa:Guinea:Boke:Boffa,Africa:Liberia:GrandGedeh,,813.5601747162282
Africa:Guinea:Boke:Boffa,Africa:Liberia:GrandKru,,893.4965764337626
Africa:Guinea:Boke:Boffa,Africa:Liberia:Lofa,,511.28624815647237
Africa:Guinea:Boke:Boffa,Africa:Liberia:Margibi,,591.319991086302
Africa:Guinea:Boke:Boffa,Africa:Liberia:Maryland,,948.7885983651053
Africa:Guinea:Boke:Boffa,Africa:Liberia:Montserrado,,561.337046829775
Africa:Guinea:Boke:Boffa,Africa:Liberia:Nimba,,697.473487968268
Africa:Guinea:Boke:Boffa,Africa:Liberia:River Cess,,722.6613245100757
Africa:Guinea:Boke:Boffa,Africa:Liberia:River Gee,,902.1676801025503
Africa:Guinea:Boke:Boffa,Africa:Liberia:Sinoe,,792.016175818065
Africa:Guinea:Boke:Boke,Africa:Guinea:Boke:Fria,,132.79605510647303
Africa:Guinea:Boke:Boke,Africa:Guinea:Boke:Gaoual,,179.64316268582832
Africa:Guinea:Boke:Boke,Africa:Guinea:Boke:Koundara,,237.5348022420927
Africa:Guinea:Boke:Boke,Africa:Guinea:Conakry:Conakry,,184.43593062021625
Africa:Guinea:Boke:Boke,Africa:Guinea:Faranah:Dabola,,414.768898623033
Africa:Guinea:Boke:Boke,Africa:Guinea:Faranah:Dinguiraye,,462.8672992039383
Africa:Guinea:Boke:Boke,Africa:Guinea:Faranah:Faranah,,457.28534378711555
Africa:Guinea:Boke:Boke,Africa:Guinea:Faranah:Kissidougou,,544.5394645984187
Africa:Guinea:Boke:Boke,Africa:Guinea:Kankan:Kankan,,637.5670145570097
Africa:Guinea:Boke:Boke,Africa:Guinea:Kankan:Kerouane,,633.1735093334552
Africa:Guinea:Boke:Boke,Africa:Guinea:Kankan:Kouroussa,,504.45084597742135
Africa:Guinea:Boke:Boke,Africa:Guinea:Kankan:Mandiana,,679.8251246212342
Africa:Guinea:Boke:Boke,Africa:Guinea:Kankan:Siguiri,,591.3278634455341
Africa:Guinea:Boke:Boke,Africa:Guinea:Kindia:Coyah,,186.12171637230466
Africa:Guinea:Boke:Boke,Africa:Guinea:Kindia:Dubreka,,161.77657282730394
Africa:Guinea:Boke:Boke,Africa:Guinea:Kindia:Forecariah,,233.41470851172664
Africa:Guinea:Boke:Boke,Africa:Guinea:Kindia:Kindia,,244.4134244280958
Africa:Guinea:Boke:Boke,Africa:Guinea:Kindia:Telimele,,150.1906602508436
Africa:Guinea:Boke:Boke,Africa:Guinea:Labe:Koubia,,355.65409469753945
Africa:Guinea:Boke:Boke,Africa:Guinea:Labe:Labe,,270.1069274428584
Africa:Guinea:Boke:Boke,Africa:Guinea:Labe:Lelouma,,235.82344966567288
Africa:Guinea:Boke:Boke,Africa:Guinea:Labe:Mali,,337.7072134821097
Africa:Guinea:Boke:Boke,Africa:Guinea:Labe:Tougue,,368.7659087124822
Africa:Guinea:Boke:Boke,Africa:Guinea:Mamou:Dalaba,,282.63933791772405
Africa:Guinea:Boke:Boke,Africa:Guinea:Mamou:Mamou,,324.99388637104295
Africa:Guinea:Boke:Boke,Africa:Guinea:Mamou:Pita,,235.62140045800552
Africa:Guinea:Boke:Boke,Africa:Guinea:Nzerekore:Beyla,,755.5892535227952
Africa:Guinea:Boke:Boke,Africa:Guinea:Nzerekore:Gueckedou,,537.1535482097283
Africa:Guinea:Boke:Boke,Africa:Guinea:Nzerekore:Lola,,777.285058514514
Africa:Guinea:Boke:Boke,Africa:Guinea:Nzerekore:Macenta,,643.963972460679
Africa:Guinea:Boke:Boke,Africa:Guinea:Nzerekore:Nzerekore,,730.3234014345197
Africa:Guinea:Boke:Boke,Africa:Guinea:Nzerekore:Yamou,,720.5254464028769
Africa:Guinea:Boke:Boke,Africa:Sierra Leone:Eastern:Kailahun,,541.6383228551638
Africa:Guinea:Boke:Boke,Africa:Sierra Leone:Eastern:Kenema,,511.20750303833785
Africa:Guinea:Boke:Boke,Africa:Sierra Leone:Eastern:Kono,,488.2952213951128
Africa:Guinea:Boke:Boke,Africa:Sierra Leone:Northern:Bombali,,326.73150160040694
Africa:Guinea:Boke:Boke,Africa:Sierra Leone:Northern:Kambia,,274.6908040311233
Africa:Guinea:Boke:Boke,Africa:Sierra Leone:Northern:Koinadugu,,413.0285364135787
Africa:Guinea:Boke:Boke,Africa:Sierra Leone:Northern:Port Loko,,310.5888503253096
Africa:Guinea:Boke:Boke,Africa:Sierra Leone:Northern:Tonkolili,,387.31687632713573
Africa:Guinea:Boke:Boke,Africa:Sierra Leone:Southern:Bo,,462.5528780489145
Africa:Guinea:Boke:Boke,Africa:Sierra Leone:Southern:Bonthe,,439.7821351511682
Africa:Guinea:Boke:Boke,Africa:Sierra Leone:Southern:Moyamba,,386.68866438278405
Africa:Guinea:Boke:Boke,Africa:Sierra Leone:Southern:Pujehun,,536.7921115686958
Africa:Guinea:Boke:Boke,Africa:Sierra Leone:Western:Western Rural,,332.72882417976757
Africa:Guinea:Boke:Boke,Africa:Sierra Leone:Western:Western Urban,,309.3072014831714
Africa:Guinea:Boke:Boke,Africa:Liberia:Bomi,,639.0446812791185
Africa:Guinea:Boke:Boke,Africa:Liberia:Bong,,705.3221234605481
Africa:Guinea:Boke:Boke,Africa:Liberia:Gbapolu,,586.628485559187
Africa:Guinea:Boke:Boke,Africa:Liberia:GrandBassa,,759.3240838036953
Africa:Guinea:Boke:Boke,Africa:Liberia:Grand Cape Mount,,586.2974471258557
Africa:Guinea:Boke:Boke,Africa:Liberia:GrandGedeh,,915.4295196124372
Africa:Guinea:Boke:Boke,Africa:Liberia:GrandKru,,998.2956602811614
Africa:Guinea:Boke:Boke,Africa:Liberia:Lofa,,609.1205857490987
Africa:Guinea:Boke:Boke,Africa:Liberia:Margibi,,696.603819625619
Africa:Guinea:Boke:Boke,Africa:Liberia:Maryland,,1053.2876445936624
Africa:Guinea:Boke:Boke,Africa:Liberia:Montserrado,,666.6606772065048
Africa:Guinea:Boke:Boke,Africa:Liberia:Nimba,,797.5763560739465
Africa:Guinea:Boke:Boke,Africa:Liberia:River Cess,,827.8329443902969
Africa:Guinea:Boke:Boke,Africa:Liberia:River Gee,,1005.3622477480188
Africa:Guinea:Boke:Boke,Africa:Liberia:Sinoe,,897.1262554822243
Africa:Guinea:Boke:Fria,Africa:Guinea:Boke:Gaoual,,148.56725341431616
Africa:Guinea:Boke:Fria,Africa:Guinea:Boke:Koundara,,209.65461371209724
Africa:Guinea:Boke:Fria,Africa:Guinea:Conakry:Conakry,,108.53317109428025
Africa:Guinea:Boke:Fria,Africa:Guinea:Faranah:Dabola,,288.9822491004461
Africa:Guinea:Boke:Fria,Africa:Guinea:Faranah:Dinguiraye,,353.15667111418713
Africa:Guinea:Boke:Fria,Africa:Guinea:Faranah:Faranah,,324.545996179444
Africa:Guinea:Boke:Fria,Africa:Guinea:Faranah:Kissidougou,,412.07490358739255
Africa:Guinea:Boke:Fria,Africa:Guinea:Kankan:Kankan,,506.20407641725393
Africa:Guinea:Boke:Fria,Africa:Guinea:Kankan:Kerouane,,500.39944357645146
Africa:Guinea:Boke:Fria,Africa:Guinea:Kankan:Kouroussa,,376.0702508992124
Africa:Guinea:Boke:Fria,Africa:Guinea:Kankan:Mandiana,,554.3668591779009
Africa:Guinea:Boke:Fria,Africa:Guinea:Kankan:Siguiri,,478.2495123284054
Africa:Guinea:Boke:Fria,Africa:Guinea:Kindia:Coyah,,86.08073226693729
Africa:Guinea:Boke:Fria,Africa:Guinea:Kindia:Dubreka,,74.7277678072777
Africa:Guinea:Boke:Fria,Africa:Guinea:Kindia:Forecariah,,139.8841890880299
Africa:Guinea:Boke:Fria,Africa:Guinea:Kindia:Kindia,,112.79254669836646
Africa:Guinea:Boke:Fria,Africa:Guinea:Kindia:Telimele,,49.733501019032374
Africa:Guinea:Boke:Fria,Africa:Guinea:Labe:Koubia,,258.1670085895579
Africa:Guinea:Boke:Fria,Africa:Guinea:Labe:Labe,,166.412423220915
Africa:Guinea:Boke:Fria,Africa:Guinea:Labe:Lelouma,,146.66623383601362
Africa:Guinea:Boke:Fria,Africa:Guinea:Labe:Mali,,256.02594039169986
Africa:Guinea:Boke:Fria,Africa:Guinea:Labe:Tougue,,261.21179750354077
Africa:Guinea:Boke:Fria,Africa:Guinea:Mamou:Dalaba,,161.15869710789158
Africa:Guinea:Boke:Fria,Africa:Guinea:Mamou:Mamou,,194.6693443602117
Africa:Guinea:Boke:Fria,Africa:Guinea:Mamou:Pita,,117.38720757704623
Africa:Guinea:Boke:Fria,Africa:Guinea:Nzerekore:Beyla,,622.8345769251856
Africa:Guinea:Boke:Fria,Africa:Guinea:Nzerekore:Gueckedou,,407.71507269134395
Africa:Guinea:Boke:Fria,Africa:Guinea:Nzerekore:Lola,,645.9313556887023
Africa:Guinea:Boke:Fria,Africa:Guinea:Nzerekore:Macenta,,513.4666364118874
Africa:Guinea:Boke:Fria,Africa:Guinea:Nzerekore:Nzerekore,,600.2561186707155
Africa:Guinea:Boke:Fria,Africa:Guinea:Nzerekore:Yamou,,593.4970274650209
Africa:Guinea:Boke:Fria,Africa:Sierra Leone:Eastern:Kailahun,,417.1552822911174
Africa:Guinea:Boke:Fria,Africa:Sierra Leone:Eastern:Kenema,,393.37058542961125
Africa:Guinea:Boke:Fria,Africa:Sierra Leone:Eastern:Kono,,360.3941361430376
Africa:Guinea:Boke:Fria,Africa:Sierra Leone:Northern:Bombali,,202.13641912534516
Africa:Guinea:Boke:Fria,Africa:Sierra Leone:Northern:Kambia,,180.51657086236852
Africa:Guinea:Boke:Fria,Africa:Sierra Leone:Northern:Koinadugu,,282.0690863517439
Africa:Guinea:Boke:Fria,Africa:Sierra Leone:Northern:Port Loko,,220.83843142893957
Africa:Guinea:Boke:Fria,Africa:Sierra Leone:Northern:Tonkolili,,269.41798107570185
Africa:Guinea:Boke:Fria,Africa:Sierra Leone:Southern:Bo,,351.6849882626086
Africa:Guinea:Boke:Fria,Africa:Sierra Leone:Southern:Bonthe,,351.0017954875264
Africa:Guinea:Boke:Fria,Africa:Sierra Leone:Southern:Moyamba,,298.2980034615679
Africa:Guinea:Boke:Fria,Africa:Sierra Leone:Southern:Pujehun,,434.809751627924
Africa:Guinea:Boke:Fria,Africa:Sierra Leone:Western:Western Rural,,251.2048903813693
Africa:Guinea:Boke:Fria,Africa:Sierra Leone:Western:Western Urban,,229.75623837246224
Africa:Guinea:Boke:Fria,Africa:Liberia:Bomi,,532.4010778923698
Africa:Guinea:Boke:Fria,Africa:Liberia:Bong,,582.0044441182026
Africa:Guinea:Boke:Fria,Africa:Liberia:Gbapolu,,466.6742668323822
Africa:Guinea:Boke:Fria,Africa:Liberia:GrandBassa,,648.8190019619368
Africa:Guinea:Boke:Fria,Africa:Liberia:Grand Cape Mount,,481.34715944493405
Africa:Guinea:Boke:Fria,Africa:Liberia:GrandGedeh,,791.3699736368328
Africa:Guinea:Boke:Fria,Africa:Liberia:GrandKru,,882.9985872000805
Africa:Guinea:Boke:Fria,Africa:Liberia:Lofa,,480.9250621314021
Africa:Guinea:Boke:Fria,Africa:Liberia:Margibi,,587.8406919721097
Africa:Guinea:Boke:Fria,Africa:Liberia:Maryland,,936.2069009715988
Africa:Guinea:Boke:Fria,Africa:Liberia:Montserrado,,559.9075209871414
Africa:Guinea:Boke:Fria,Africa:Liberia:Nimba,,671.1675970651584
Africa:Guinea:Boke:Fria,Africa:Liberia:River Cess,,716.3571736167564
Africa:Guinea:Boke:Fria,Africa:Liberia:River Gee,,883.9247130344647
Africa:Guinea:Boke:Fria,Africa:Liberia:Sinoe,,784.6415599830308
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Boke:Koundara,,63.422966881952625
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Conakry:Conakry,,257.0739000165223
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Faranah:Dabola,,296.95687522275205
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Faranah:Dinguiraye,,309.4259546428621
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Faranah:Faranah,,377.16361188730355
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Faranah:Kissidougou,,473.9140849822464
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Kankan:Kankan,,530.9749661402826
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Kankan:Kerouane,,545.380270081917
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Kankan:Kouroussa,,388.72750750329493
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Kankan:Mandiana,,547.3415638738038
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Kankan:Siguiri,,437.44473409193444
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Kindia:Coyah,,233.0314308195621
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Kindia:Dubreka,,223.25499247335227
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Kindia:Forecariah,,285.33553231827045
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Kindia:Kindia,,217.72918367291098
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Kindia:Telimele,,103.92503635456154
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Labe:Koubia,,195.55348256873393
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Labe:Labe,,132.9826466039777
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Labe:Lelouma,,90.92032118209826
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Labe:Mali,,165.98871125404528
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Labe:Tougue,,219.45587387695033
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Mamou:Dalaba,,175.29901270470512
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Mamou:Mamou,,237.57397537332872
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Mamou:Pita,,138.57332853163228
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Nzerekore:Beyla,,670.6479209645448
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Nzerekore:Gueckedou,,490.74310063822116
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Nzerekore:Lola,,710.8378499069076
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Nzerekore:Macenta,,587.2506707918986
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Nzerekore:Nzerekore,,673.814060777341
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Nzerekore:Yamou,,679.1971318055286
Africa:Guinea:Boke:Gaoual,Africa:Sierra Leone:Eastern:Kailahun,,515.5041199971159
Africa:Guinea:Boke:Gaoual,Africa:Sierra Leone:Eastern:Kenema,,505.6989319848348
Africa:Guinea:Boke:Gaoual,Africa:Sierra Leone:Eastern:Kono,,451.6535166137769
Africa:Guinea:Boke:Gaoual,Africa:Sierra Leone:Northern:Bombali,,314.54104800917133
Africa:Guinea:Boke:Gaoual,Africa:Sierra Leone:Northern:Kambia,,323.67345385943077
Africa:Guinea:Boke:Gaoual,Africa:Sierra Leone:Northern:Koinadugu,,365.49473306771773
Africa:Guinea:Boke:Gaoual,Africa:Sierra Leone:Northern:Port Loko,,364.01874415599093
Africa:Guinea:Boke:Gaoual,Africa:Sierra Leone:Northern:Tonkolili,,387.85695491534887
Africa:Guinea:Boke:Gaoual,Africa:Sierra Leone:Southern:Bo,,474.934640670698
Africa:Guinea:Boke:Gaoual,Africa:Sierra Leone:Southern:Bonthe,,490.8461795149517
Africa:Guinea:Boke:Gaoual,Africa:Sierra Leone:Southern:Moyamba,,439.6173824329662
Africa:Guinea:Boke:Gaoual,Africa:Sierra Leone:Southern:Pujehun,,564.1101325960378
Africa:Guinea:Boke:Gaoual,Africa:Sierra Leone:Western:Western Rural,,396.2091809972844
Africa:Guinea:Boke:Gaoual,Africa:Sierra Leone:Western:Western Urban,,375.7878671904984
Africa:Guinea:Boke:Gaoual,Africa:Liberia:Bomi,,655.2019438421336
Africa:Guinea:Boke:Gaoual,Africa:Liberia:Bong,,678.082605972133
Africa:Guinea:Boke:Gaoual,Africa:Liberia:Gbapolu,,572.8322741762775
Africa:Guinea:Boke:Gaoual,Africa:Liberia:GrandBassa,,765.1686214491111
Africa:Guinea:Boke:Gaoual,Africa:Liberia:Grand Cape Mount,,606.9081680875596
Africa:Guinea:Boke:Gaoual,Africa:Liberia:GrandGedeh,,881.8718369314257
Africa:Guinea:Boke:Gaoual,Africa:Liberia:GrandKru,,989.6875774977283
Africa:Guinea:Boke:Gaoual,Africa:Liberia:Lofa,,565.8983371665383
Africa:Guinea:Boke:Gaoual,Africa:Liberia:Margibi,,707.2867609735542
Africa:Guinea:Boke:Gaoual,Africa:Liberia:Maryland,,1039.4494678440567
Africa:Guinea:Boke:Gaoual,Africa:Liberia:Montserrado,,682.0718875297493
Africa:Guinea:Boke:Gaoual,Africa:Liberia:Nimba,,757.1380758976474
Africa:Guinea:Boke:Gaoual,Africa:Liberia:River Cess,,830.486829675986
Africa:Guinea:Boke:Gaoual,Africa:Liberia:River Gee,,979.3692568294466
Africa:Guinea:Boke:Gaoual,Africa:Liberia:Sinoe,,896.55192904827
Africa:Guinea:Boke:Koundara,Africa:Guinea:Conakry:Conakry,,318.0244105946844
Africa:Guinea:Boke:Koundara,Africa:Guinea:Faranah:Dabola,,302.5979940871412
Africa:Guinea:Boke:Koundara,Africa:Guinea:Faranah:Dinguiraye,,290.6515907388619
Africa:Guinea:Boke:Koundara,Africa:Guinea:Faranah:Faranah,,396.42550737113214
Africa:Guinea:Boke:Koundara,Africa:Guinea:Faranah:Kissidougou,,493.58293804487636
Africa:Guinea:Boke:Koundara,Africa:Guinea:Kankan:Kankan,,533.6413185857032
Africa:Guinea:Boke:Koundara,Africa:Guinea:Kankan:Kerouane,,556.2659317124854
Africa:Guinea:Boke:Koundara,Africa:Guinea:Kankan:Kouroussa,,390.94441545085175
Africa:Guinea:Boke:Koundara,Africa:Guinea:Kankan:Mandiana,,536.0122431905173
Africa:Guinea:Boke:Koundara,Africa:Guinea:Kankan:Siguiri,,414.2410156341997
Africa:Guinea:Boke:Koundara,Africa:Guinea:Kindia:Coyah,,292.21223442741643
Africa:Guinea:Boke:Koundara,Africa:Guinea:Kindia:Dubreka,,284.2942957833257
Africa:Guinea:Boke:Koundara,Africa:Guinea:Kindia:Forecariah,,343.1459896710408
Africa:Guinea:Boke:Koundara,Africa:Guinea:Kindia:Kindia,,264.87813697377294
Africa:Guinea:Boke:Koundara,Africa:Guinea:Kindia:Telimele,,162.4283441094204
Africa:Guinea:Boke:Koundara,Africa:Guinea:Labe:Koubia,,178.40927231721244
Africa:Guinea:Boke:Koundara,Africa:Guinea:Labe:Labe,,146.4967100440057
Africa:Guinea:Boke:Koundara,Africa:Guinea:Labe:Lelouma,,111.2763740612565
Africa:Guinea:Boke:Koundara,Africa:Guinea:Labe:Mali,,137.01183734345503
Africa:Guinea:Boke:Koundara,Africa:Guinea:Labe:Tougue,,210.0276236403509
Africa:Guinea:Boke:Koundara,Africa:Guinea:Mamou:Dalaba,,198.80646801176974
Africa:Guinea:Boke:Koundara,Africa:Guinea:Mamou:Mamou,,262.73401010800745
Africa:Guinea:Boke:Koundara,Africa:Guinea:Mamou:Pita,,173.70532324790435
Africa:Guinea:Boke:Koundara,Africa:Guinea:Nzerekore:Beyla,,680.5013920185154
Africa:Guinea:Boke:Koundara,Africa:Guinea:Nzerekore:Gueckedou,,518.7249786864072
Africa:Guinea:Boke:Koundara,Africa:Guinea:Nzerekore:Lola,,727.5156002136385
Africa:Guinea:Boke:Koundara,Africa:Guinea:Nzerekore:Macenta,,609.5001586886493
Africa:Guinea:Boke:Koundara,Africa:Guinea:Nzerekore:Nzerekore,,694.7011161855294
Africa:Guinea:Boke:Koundara,Africa:Guinea:Nzerekore:Yamou,,705.3089862017964
Africa:Guinea:Boke:Koundara,Africa:Sierra Leone:Eastern:Kailahun,,549.387323411679
Africa:Guinea:Boke:Koundara,Africa:Sierra Leone:Eastern:Kenema,,545.6988777910636
Africa:Guinea:Boke:Koundara,Africa:Sierra Leone:Eastern:Kono,,483.90588106465685
Africa:Guinea:Boke:Koundara,Africa:Sierra Leone:Northern:Bombali,,358.9346416571381
Africa:Guinea:Boke:Koundara,Africa:Sierra Leone:Northern:Kambia,,379.8832733755172
Africa:Guinea:Boke:Koundara,Africa:Sierra Leone:Northern:Koinadugu,,397.2829676663864
Africa:Guinea:Boke:Koundara,Africa:Sierra Leone:Northern:Port Loko,,419.8647608631475
Africa:Guinea:Boke:Koundara,Africa:Sierra Leone:Northern:Tonkolili,,432.49724154433636
Africa:Guinea:Boke:Koundara,Africa:Sierra Leone:Southern:Bo,,520.1330777870387
Africa:Guinea:Boke:Koundara,Africa:Sierra Leone:Southern:Bonthe,,543.9191874856422
Africa:Guinea:Boke:Koundara,Africa:Sierra Leone:Southern:Moyamba,,493.8535569001997
Africa:Guinea:Boke:Koundara,Africa:Sierra Leone:Southern:Pujehun,,611.2071851303681
Africa:Guinea:Boke:Koundara,Africa:Sierra Leone:Western:Western Rural,,452.92247008091954
Africa:Guinea:Boke:Koundara,Africa:Sierra Leone:Western:Western Urban,,433.31261713592187
Africa:Guinea:Boke:Koundara,Africa:Liberia:Bomi,,698.4325750585862
Africa:Guinea:Boke:Koundara,Africa:Liberia:Bong,,708.7914835106293
Africa:Guinea:Boke:Koundara,Africa:Liberia:Gbapolu,,609.2227620961445
Africa:Guinea:Boke:Koundara,Africa:Liberia:GrandBassa,,804.5322071291755
Africa:Guinea:Boke:Koundara,Africa:Liberia:Grand Cape Mount,,651.8421617534704
Africa:Guinea:Boke:Koundara,Africa:Liberia:GrandGedeh,,908.3567676485304
Africa:Guinea:Boke:Koundara,Africa:Liberia:GrandKru,,1023.1892381894365
Africa:Guinea:Boke:Koundara,Africa:Liberia:Lofa,,593.2605056043261
Africa:Guinea:Boke:Koundara,Africa:Liberia:Margibi,,748.5253858548986
Africa:Guinea:Boke:Koundara,Africa:Liberia:Maryland,,1071.070223375952
Africa:Guinea:Boke:Koundara,Africa:Liberia:Montserrado,,724.8037450740184
Africa:Guinea:Boke:Koundara,Africa:Liberia:Nimba,,782.5608921450787
Africa:Guinea:Boke:Koundara,Africa:Liberia:River Cess,,868.3903889310155
Africa:Guinea:Boke:Koundara,Africa:Liberia:River Gee,,1007.5686821509844
Africa:Guinea:Boke:Koundara,Africa:Liberia:Sinoe,,933.0288399272252
Africa:Guinea:Conakry:Conakry,Africa:Guinea:Faranah:Dabola,,331.30608405131477
Africa:Guinea:Conakry:Conakry,Africa:Guinea:Faranah:Dinguiraye,,419.1673925270217
Africa:Guinea:Conakry:Conakry,Africa:Guinea:Faranah:Faranah,,329.0379849756905
Africa:Guinea:Conakry:Conakry,Africa:Guinea:Faranah:Kissidougou,,400.2056152800128
Africa:Guinea:Conakry:Conakry,Africa:Guinea:Kankan:Kankan,,518.1835721185927
