origin,destination,hr,km
Africa:Guinea:Boke:Boffa,Africa:Liberia:Gbapolu,14.8075,891.679
Africa:Guinea:Boke:Boffa,Africa:Liberia:GrandBassa,15.82277778,1121.17
Africa:Guinea:Boke:Boffa,Africa:Liberia:Grand Cape Mount,10.62638889,735.519
Africa:Guinea:Boke:Boffa,Africa:Liberia:GrandGedeh,18.40805556,1250.25
Africa:Guinea:Boke:Boffa,Africa:Liberia:GrandKru,22.36416667,1510.784
Africa:Guinea:Boke:Boffa,Africa:Liberia:Lofa,12.11361111,855.138
Africa:Guinea:Boke:Boffa,Africa:Liberia:Margibi,11.40138889,838.985
Africa:Guinea:Boke:Boffa,Africa:Liberia:Maryland,21.48083333,1479.782
Africa:Guinea:Boke:Boffa,Africa:Liberia:Montserrado,11.17555556,832.078
Africa:Guinea:Boke:Boffa,Africa:Liberia:Nimba,15.01555556,1063.174
Africa:Guinea:Boke:Boffa,Africa:Liberia:River Cess,14.03111111,993.904
Africa:Guinea:Boke:Boffa,Africa:Liberia:River Gee,19.29527778,1335.266
Africa:Guinea:Boke:Boffa,Africa:Liberia:Sinoe,16.935,1139.06
Africa:Guinea:Boke:Boke,Africa:Guinea:Boke:Fria,3.665833333,233.476
Africa:Guinea:Boke:Boke,Africa:Guinea:Boke:Gaoual,1.994166667,151.386
Africa:Guinea:Boke:Boke,Africa:Guinea:Boke:Koundara,3.571944444,263.615
Africa:Guinea:Boke:Boke,Africa:Guinea:Conakry:Conakry,4.423888889,308.834
Africa:Guinea:Boke:Boke,Africa:Guinea:Faranah:Dabola,8.950833333,496.325
Africa:Guinea:Boke:Boke,Africa:Guinea:Faranah:Dinguiraye,10.38166667,568.059
Africa:Guinea:Boke:Boke,Africa:Guinea:Faranah:Faranah,9.156111111,632.007
Africa:Guinea:Boke:Boke,Africa:Guinea:Faranah:Kissidougou,10.92194444,769.203
Africa:Guinea:Boke:Boke,Africa:Guinea:Kankan:Kankan,12.70444444,783.319
Africa:Guinea:Boke:Boke,Africa:Guinea:Kankan:Kerouane,12.94666667,925.465
Africa:Guinea:Boke:Boke,Africa:Guinea:Kankan:Kouroussa,11.0175,656.519
Africa:Guinea:Boke:Boke,Africa:Guinea:Kankan:Mandiana,13.47666667,832.842
Africa:Guinea:Boke:Boke,Africa:Guinea:Kankan:Siguiri,13.11027778,812.83
Africa:Guinea:Boke:Boke,Africa:Guinea:Kindia:Coyah,4.173611111,292.144
Africa:Guinea:Boke:Boke,Africa:Guinea:Kindia:Dubreka,3.850833333,267.186
Africa:Guinea:Boke:Boke,Africa:Guinea:Kindia:Forecariah,4.843888889,341.051
Africa:Guinea:Boke:Boke,Africa:Guinea:Kindia:Kindia,4.666666667,307.89
Africa:Guinea:Boke:Boke,Africa:Guinea:Kindia:Telimele,3.054444444,187.59
Africa:Guinea:Boke:Boke,Africa:Guinea:Labe:Koubia,6.0675,395.766
Africa:Guinea:Boke:Boke,Africa:Guinea:Labe:Labe,6.119166667,385.063
Africa:Guinea:Boke:Boke,Africa:Guinea:Labe:Lelouma,4.460555556,264.088
Africa:Guinea:Boke:Boke,Africa:Guinea:Labe:Mali,5.070277778,343.342
Africa:Guinea:Boke:Boke,Africa:Guinea:Labe:Tougue,6.528888889,422.791
Africa:Guinea:Boke:Boke,Africa:Guinea:Mamou:Mamou,7.545555556,425.073
Africa:Guinea:Boke:Boke,Africa:Guinea:Mamou:Pita,5.530277778,286.473
Africa:Guinea:Boke:Boke,Africa:Guinea:Nzerekore:Beyla,14.39416667,1032.514
Africa:Guinea:Boke:Boke,Africa:Guinea:Nzerekore:Gueckedou,12.00833333,850.346
Africa:Guinea:Boke:Boke,Africa:Guinea:Nzerekore:Lola,15.08777778,1073.927
Africa:Guinea:Boke:Boke,Africa:Guinea:Nzerekore:Macenta,12.76166667,901.516
Africa:Guinea:Boke:Boke,Africa:Guinea:Nzerekore:Nzerekore,14.58666667,1036.049
Africa:Guinea:Boke:Boke,Africa:Guinea:Nzerekore:Yamou,15.31694444,1076.126
Africa:Guinea:Boke:Boke,Africa:Sierra Leone:Eastern:Kailahun,11.32527778,835.371
Africa:Guinea:Boke:Boke,Africa:Sierra Leone:Eastern:Kenema,9.773333333,711.318
Africa:Guinea:Boke:Boke,Africa:Sierra Leone:Eastern:Kono,9.758888889,708.105
Africa:Guinea:Boke:Boke,Africa:Sierra Leone:Northern:Bombali,7.833611111,533.671
Africa:Guinea:Boke:Boke,Africa:Sierra Leone:Northern:Kambia,5.545277778,386.697
Africa:Guinea:Boke:Boke,Africa:Sierra Leone:Northern:Koinadugu,8.754166667,646.978
Africa:Guinea:Boke:Boke,Africa:Sierra Leone:Northern:Port Loko,6.193333333,431.134
Africa:Guinea:Boke:Boke,Africa:Sierra Leone:Northern:Tonkolili,8.267777778,591.826
Africa:Guinea:Boke:Boke,Africa:Sierra Leone:Southern:Bo,8.876944444,644.554
Africa:Guinea:Boke:Boke,Africa:Sierra Leone:Southern:Bonthe,9.562222222,684.492
Africa:Guinea:Boke:Boke,Africa:Sierra Leone:Southern:Moyamba,7.808055556,562.113
Africa:Guinea:Boke:Boke,Africa:Sierra Leone:Southern:Pujehun,9.873055556,718.412
Africa:Guinea:Boke:Boke,Africa:Sierra Leone:Western:Western Rural,7.264722222,522.074
Africa:Guinea:Boke:Boke,Africa:Sierra Leone:Western:Western Urban,7.716944444,550.548
Africa:Guinea:Boke:Boke,Africa:Liberia:Bomi,12.00972222,883.512
Africa:Guinea:Boke:Boke,Africa:Liberia:Bong,16.18777778,1141.616
Africa:Guinea:Boke:Boke,Africa:Liberia:Gbapolu,17.01944444,1048.123
Africa:Guinea:Boke:Boke,Africa:Liberia:GrandBassa,17.46805556,1213.799
Africa:Guinea:Boke:Boke,Africa:Liberia:Grand Cape Mount,12.83861111,891.963
Africa:Guinea:Boke:Boke,Africa:Liberia:GrandGedeh,20.05333333,1342.88
Africa:Guinea:Boke:Boke,Africa:Liberia:GrandKru,24.00944444,1603.414
Africa:Guinea:Boke:Boke,Africa:Liberia:Lofa,13.75888889,947.768
Africa:Guinea:Boke:Boke,Africa:Liberia:Margibi,13.61333333,995.43
Africa:Guinea:Boke:Boke,Africa:Liberia:Maryland,23.12611111,1572.412
Africa:Guinea:Boke:Boke,Africa:Liberia:Montserrado,13.3875,988.523
Africa:Guinea:Boke:Boke,Africa:Liberia:Nimba,16.66055556,1155.804
Africa:Guinea:Boke:Boke,Africa:Liberia:River Cess,16.24305556,1150.348
Africa:Guinea:Boke:Boke,Africa:Liberia:River Gee,20.94055556,1427.896
Africa:Guinea:Boke:Boke,Africa:Liberia:Sinoe,19.14694444,1295.505
Africa:Guinea:Boke:Fria,Africa:Guinea:Boke:Gaoual,3.521944444,250.013
Africa:Guinea:Boke:Fria,Africa:Guinea:Boke:Koundara,5.133888889,363.983
Africa:Guinea:Boke:Fria,Africa:Guinea:Conakry:Conakry,2.234722222,156.447
Africa:Guinea:Boke:Fria,Africa:Guinea:Faranah:Dabola,6.583888889,436.416
Africa:Guinea:Boke:Fria,Africa:Guinea:Faranah:Dinguiraye,8.014722222,508.149
Africa:Guinea:Boke:Fria,Africa:Guinea:Faranah:Faranah,7.118333333,475.191
Africa:Guinea:Boke:Fria,Africa:Guinea:Faranah:Kissidougou,8.884444444,612.387
Africa:Guinea:Boke:Fria,Africa:Guinea:Kankan:Kankan,10.3375,723.41
Africa:Guinea:Boke:Fria,Africa:Guinea:Kankan:Kerouane,10.90916667,768.649
Africa:Guinea:Boke:Fria,Africa:Guinea:Kankan:Kouroussa,8.650555556,596.609
Africa:Guinea:Boke:Fria,Africa:Guinea:Kankan:Mandiana,11.11,772.932
Africa:Guinea:Boke:Fria,Africa:Guinea:Kankan:Siguiri,10.74333333,752.921
Africa:Guinea:Boke:Fria,Africa:Guinea:Kindia:Coyah,1.984444444,139.757
Africa:Guinea:Boke:Fria,Africa:Guinea:Kindia:Dubreka,1.661666667,114.798
Africa:Guinea:Boke:Fria,Africa:Guinea:Kindia:Forecariah,2.654722222,188.664
Africa:Guinea:Boke:Fria,Africa:Guinea:Kindia:Kindia,2.628888889,151.074
Africa:Guinea:Boke:Fria,Africa:Guinea:Kindia:Telimele,1.656388889,114.798
Africa:Guinea:Boke:Fria,Africa:Guinea:Labe:Koubia,5.387777778,320.864
Africa:Guinea:Boke:Fria,Africa:Guinea:Labe:Labe,5.828055556,344.026
Africa:Guinea:Boke:Fria,Africa:Guinea:Labe:Lelouma,3.417777778,217.034
Africa:Guinea:Boke:Fria,Africa:Guinea:Labe:Mali,6.002222222,381.49
Africa:Guinea:Boke:Fria,Africa:Guinea:Labe:Tougue,5.849166667,347.89
Africa:Guinea:Boke:Fria,Africa:Guinea:Mamou:Mamou,5.166111111,330.699
Africa:Guinea:Boke:Fria,Africa:Guinea:Mamou:Pita,4.158611111,218.678
Africa:Guinea:Boke:Fria,Africa:Guinea:Nzerekore:Beyla,12.35666667,875.698
Africa:Guinea:Boke:Fria,Africa:Guinea:Nzerekore:Gueckedou,9.970833333,693.529
Africa:Guinea:Boke:Fria,Africa:Guinea:Nzerekore:Lola,13.05,917.11
Africa:Guinea:Boke:Fria,Africa:Guinea:Nzerekore:Macenta,10.72416667,744.7
Africa:Guinea:Boke:Fria,Africa:Guinea:Nzerekore:Nzerekore,12.54916667,879.232
Africa:Guinea:Boke:Fria,Africa:Guinea:Nzerekore:Yamou,13.27944444,919.31
Africa:Guinea:Boke:Fria,Africa:Sierra Leone:Eastern:Kailahun,9.136111111,682.984
Africa:Guinea:Boke:Fria,Africa:Sierra Leone:Eastern:Kenema,7.583888889,558.93
Africa:Guinea:Boke:Fria,Africa:Sierra Leone:Eastern:Kono,7.569722222,555.717
Africa:Guinea:Boke:Fria,Africa:Sierra Leone:Northern:Bombali,5.644444444,381.283
Africa:Guinea:Boke:Fria,Africa:Sierra Leone:Northern:Kambia,3.356111111,234.31
Africa:Guinea:Boke:Fria,Africa:Sierra Leone:Northern:Koinadugu,6.565,494.591
Africa:Guinea:Boke:Fria,Africa:Sierra Leone:Northern:Port Loko,4.004166667,278.746
Africa:Guinea:Boke:Fria,Africa:Sierra Leone:Northern:Tonkolili,6.078611111,439.438
Africa:Guinea:Boke:Fria,Africa:Sierra Leone:Southern:Bo,6.687777778,492.167
Africa:Guinea:Boke:Fria,Africa:Sierra Leone:Southern:Bonthe,7.373055556,532.105
Africa:Guinea:Boke:Fria,Africa:Sierra Leone:Southern:Moyamba,5.618888889,409.726
Africa:Guinea:Boke:Fria,Africa:Sierra Leone:Southern:Pujehun,7.683888889,566.024
Africa:Guinea:Boke:Fria,Africa:Sierra Leone:Western:Western Rural,5.075555556,369.687
Africa:Guinea:Boke:Fria,Africa:Sierra Leone:Western:Western Urban,5.527777778,398.161
Africa:Guinea:Boke:Fria,Africa:Liberia:Bomi,9.820555556,731.125
Africa:Guinea:Boke:Fria,Africa:Liberia:Bong,14.15027778,984.799
Africa:Guinea:Boke:Fria,Africa:Liberia:Gbapolu,14.83027778,895.736
Africa:Guinea:Boke:Fria,Africa:Liberia:GrandBassa,15.43055556,1056.983
Africa:Guinea:Boke:Fria,Africa:Liberia:Grand Cape Mount,10.64944444,739.576
Africa:Guinea:Boke:Fria,Africa:Liberia:GrandGedeh,18.01583333,1186.064
Africa:Guinea:Boke:Fria,Africa:Liberia:GrandKru,21.97194444,1446.598
Africa:Guinea:Boke:Fria,Africa:Liberia:Lofa,11.72138889,790.952
Africa:Guinea:Boke:Fria,Africa:Liberia:Margibi,11.42416667,843.043
Africa:Guinea:Boke:Fria,Africa:Liberia:Maryland,21.08833333,1415.595
Africa:Guinea:Boke:Fria,Africa:Liberia:Montserrado,11.19833333,836.136
Africa:Guinea:Boke:Fria,Africa:Liberia:Nimba,14.62305556,998.988
Africa:Guinea:Boke:Fria,Africa:Liberia:River Cess,14.05388889,997.961
Africa:Guinea:Boke:Fria,Africa:Liberia:River Gee,18.90277778,1271.079
Africa:Guinea:Boke:Fria,Africa:Liberia:Sinoe,18.87722222,1261.241
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Boke:Koundara,1.611944444,113.97
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Conakry:Conakry,5.5075,397.054
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Faranah:Dabola,6.938055556,414.273
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Faranah:Dinguiraye,8.368888889,486.006
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Faranah:Faranah,7.682222222,500.846
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Faranah:Kissidougou,9.448055556,638.042
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Kankan:Kankan,10.69194444,701.267
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Kankan:Kerouane,11.47305556,794.304
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Kankan:Kouroussa,9.004722222,574.466
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Kankan:Mandiana,11.46416667,750.789
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Kankan:Siguiri,11.09777778,730.778
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Kindia:Coyah,4.699722222,344.626
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Kindia:Dubreka,4.934444444,355.405
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Kindia:Forecariah,5.370277778,393.534
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Kindia:Kindia,3.477222222,255.515
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Kindia:Telimele,1.865,135.215
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Labe:Koubia,4.107777778,246.121
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Labe:Labe,4.159444444,235.418
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Labe:Lelouma,3.271111111,211.713
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Labe:Mali,3.110555556,193.697
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Labe:Tougue,4.569166667,273.147
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Mamou:Mamou,5.532777778,343.021
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Mamou:Pita,3.5175,204.421
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Nzerekore:Beyla,12.92027778,901.353
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Nzerekore:Gueckedou,10.53444444,719.185
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Nzerekore:Lola,13.61388889,942.766
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Nzerekore:Macenta,11.28777778,770.355
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Nzerekore:Nzerekore,13.11277778,904.888
Africa:Guinea:Boke:Gaoual,Africa:Guinea:Nzerekore:Yamou,13.84305556,944.965
Africa:Guinea:Boke:Gaoual,Africa:Sierra Leone:Eastern:Kailahun,12.12055556,787.704
Africa:Guinea:Boke:Gaoual,Africa:Sierra Leone:Eastern:Kenema,10.0275,726.138
Africa:Guinea:Boke:Gaoual,Africa:Sierra Leone:Eastern:Kono,10.01305556,722.925
Africa:Guinea:Boke:Gaoual,Africa:Sierra Leone:Northern:Bombali,7.461666667,422.436
Africa:Guinea:Boke:Gaoual,Africa:Sierra Leone:Northern:Kambia,5.799444444,401.518
Africa:Guinea:Boke:Gaoual,Africa:Sierra Leone:Northern:Koinadugu,7.619722222,459.796
Africa:Guinea:Boke:Gaoual,Africa:Sierra Leone:Northern:Port Loko,6.447777778,445.954
Africa:Guinea:Boke:Gaoual,Africa:Sierra Leone:Northern:Tonkolili,8.65,517.872
Africa:Guinea:Boke:Gaoual,Africa:Sierra Leone:Southern:Bo,9.131388889,659.374
Africa:Guinea:Boke:Gaoual,Africa:Sierra Leone:Southern:Bonthe,9.816388889,699.313
Africa:Guinea:Boke:Gaoual,Africa:Sierra Leone:Southern:Moyamba,8.062222222,576.933
Africa:Guinea:Boke:Gaoual,Africa:Sierra Leone:Southern:Pujehun,10.1275,733.232
Africa:Guinea:Boke:Gaoual,Africa:Sierra Leone:Western:Western Rural,7.518888889,536.895
Africa:Guinea:Boke:Gaoual,Africa:Sierra Leone:Western:Western Urban,7.971111111,565.369
Africa:Guinea:Boke:Gaoual,Africa:Liberia:Bomi,12.26416667,898.332
Africa:Guinea:Boke:Gaoual,Africa:Liberia:Bong,14.71388889,1010.455
Africa:Guinea:Boke:Gaoual,Africa:Liberia:Gbapolu,17.27388889,1062.944
Africa:Guinea:Boke:Gaoual,Africa:Liberia:GrandBassa,15.99416667,1082.638
Africa:Guinea:Boke:Gaoual,Africa:Liberia:Grand Cape Mount,13.09277778,906.784
Africa:Guinea:Boke:Gaoual,Africa:Liberia:GrandGedeh,18.57944444,1211.719
Africa:Guinea:Boke:Gaoual,Africa:Liberia:GrandKru,22.53555556,1472.253
Africa:Guinea:Boke:Gaoual,Africa:Liberia:Lofa,12.285,816.607
Africa:Guinea:Boke:Gaoual,Africa:Liberia:Margibi,15.99388889,1115.395
Africa:Guinea:Boke:Gaoual,Africa:Liberia:Maryland,21.65222222,1441.251
Africa:Guinea:Boke:Gaoual,Africa:Liberia:Montserrado,15.77166667,1108.612
Africa:Guinea:Boke:Gaoual,Africa:Liberia:Nimba,15.18666667,1024.643
Africa:Guinea:Boke:Gaoual,Africa:Liberia:River Cess,18.45777778,1232.795
Africa:Guinea:Boke:Gaoual,Africa:Liberia:River Gee,19.46666667,1296.735
Africa:Guinea:Boke:Gaoual,Africa:Liberia:Sinoe,19.44083333,1286.897
Africa:Guinea:Boke:Koundara,Africa:Guinea:Conakry:Conakry,7.12,511.024
Africa:Guinea:Boke:Koundara,Africa:Guinea:Faranah:Dabola,8.076666667,492.671
Africa:Guinea:Boke:Koundara,Africa:Guinea:Faranah:Dinguiraye,9.5075,564.405
Africa:Guinea:Boke:Koundara,Africa:Guinea:Faranah:Faranah,8.820555556,579.245
Africa:Guinea:Boke:Koundara,Africa:Guinea:Faranah:Kissidougou,10.58666667,716.441
Africa:Guinea:Boke:Koundara,Africa:Guinea:Kankan:Kankan,11.83027778,779.666
Africa:Guinea:Boke:Koundara,Africa:Guinea:Kankan:Kerouane,12.61138889,872.703
Africa:Guinea:Boke:Koundara,Africa:Guinea:Kankan:Kouroussa,10.14333333,652.865
Africa:Guinea:Boke:Koundara,Africa:Guinea:Kankan:Mandiana,12.60277778,829.188
Africa:Guinea:Boke:Koundara,Africa:Guinea:Kankan:Siguiri,12.23611111,809.177
Africa:Guinea:Boke:Koundara,Africa:Guinea:Kindia:Coyah,6.3125,458.596
Africa:Guinea:Boke:Koundara,Africa:Guinea:Kindia:Dubreka,6.547222222,469.375
Africa:Guinea:Boke:Koundara,Africa:Guinea:Kindia:Forecariah,6.983055556,507.503
Africa:Guinea:Boke:Koundara,Africa:Guinea:Kindia:Kindia,5.089722222,369.485
Africa:Guinea:Boke:Koundara,Africa:Guinea:Kindia:Telimele,3.477777778,249.185
Africa:Guinea:Boke:Koundara,Africa:Guinea:Labe:Koubia,5.246388889,324.52
Africa:Guinea:Boke:Koundara,Africa:Guinea:Labe:Labe,5.298055556,313.817
Africa:Guinea:Boke:Koundara,Africa:Guinea:Labe:Lelouma,4.270555556,252.858
Africa:Guinea:Boke:Koundara,Africa:Guinea:Labe:Mali,4.249166667,272.096
Africa:Guinea:Boke:Koundara,Africa:Guinea:Labe:Tougue,5.707777778,351.545
Africa:Guinea:Boke:Koundara,Africa:Guinea:Mamou:Mamou,6.671388889,421.42
Africa:Guinea:Boke:Koundara,Africa:Guinea:Mamou:Pita,4.656111111,282.82
Africa:Guinea:Boke:Koundara,Africa:Guinea:Nzerekore:Beyla,14.05888889,979.752
Africa:Guinea:Boke:Koundara,Africa:Guinea:Nzerekore:Gueckedou,11.67305556,797.583
Africa:Guinea:Boke:Koundara,Africa:Guinea:Nzerekore:Lola,14.75222222,1021.164
Africa:Guinea:Boke:Koundara,Africa:Guinea:Nzerekore:Macenta,12.42638889,848.754
Africa:Guinea:Boke:Koundara,Africa:Guinea:Nzerekore:Nzerekore,14.25138889,983.286
Africa:Guinea:Boke:Koundara,Africa:Guinea:Nzerekore:Yamou,14.98166667,1023.364
Africa:Guinea:Boke:Koundara,Africa:Sierra Leone:Eastern:Kailahun,13.25888889,866.102
Africa:Guinea:Boke:Koundara,Africa:Sierra Leone:Eastern:Kenema,11.64027778,840.108
Africa:Guinea:Boke:Koundara,Africa:Sierra Leone:Eastern:Kono,11.62583333,836.895
Africa:Guinea:Boke:Koundara,Africa:Sierra Leone:Northern:Bombali,9.074166667,536.406
Africa:Guinea:Boke:Koundara,Africa:Sierra Leone:Northern:Kambia,7.412222222,515.488
Africa:Guinea:Boke:Koundara,Africa:Sierra Leone:Northern:Koinadugu,8.758333333,538.195
Africa:Guinea:Boke:Koundara,Africa:Sierra Leone:Northern:Port Loko,8.060277778,559.924
Africa:Guinea:Boke:Koundara,Africa:Sierra Leone:Northern:Tonkolili,10.2625,631.842
Africa:Guinea:Boke:Koundara,Africa:Sierra Leone:Southern:Bo,10.74388889,773.344
Africa:Guinea:Boke:Koundara,Africa:Sierra Leone:Southern:Bonthe,11.42916667,813.283
Africa:Guinea:Boke:Koundara,Africa:Sierra Leone:Southern:Moyamba,9.675,690.903
Africa:Guinea:Boke:Koundara,Africa:Sierra Leone:Southern:Pujehun,11.74,847.202
Africa:Guinea:Boke:Koundara,Africa:Sierra Leone:Western:Western Rural,9.131666667,650.865
Africa:Guinea:Boke:Koundara,Africa:Sierra Leone:Western:Western Urban,9.583888889,679.339
Africa:Guinea:Boke:Koundara,Africa:Liberia:Bomi,13.87694444,1012.302
Africa:Guinea:Boke:Koundara,Africa:Liberia:Bong,15.8525,1088.854
Africa:Guinea:Boke:Koundara,Africa:Liberia:Gbapolu,18.88638889,1176.914
Africa:Guinea:Boke:Koundara,Africa:Liberia:GrandBassa,17.13277778,1161.037
Africa:Guinea:Boke:Koundara,Africa:Liberia:Grand Cape Mount,14.70555556,1020.754
Africa:Guinea:Boke:Koundara,Africa:Liberia:GrandGedeh,19.71805556,1290.118
Africa:Guinea:Boke:Koundara,Africa:Liberia:GrandKru,23.67416667,1550.652
Africa:Guinea:Boke:Koundara,Africa:Liberia:Lofa,13.42361111,895.006
Africa:Guinea:Boke:Koundara,Africa:Liberia:Margibi,17.1325,1193.794
Africa:Guinea:Boke:Koundara,Africa:Liberia:Maryland,22.79083333,1519.65
Africa:Guinea:Boke:Koundara,Africa:Liberia:Montserrado,16.91027778,1187.011
Africa:Guinea:Boke:Koundara,Africa:Liberia:Nimba,16.32527778,1103.042
Africa:Guinea:Boke:Koundara,Africa:Liberia:River Cess,19.59611111,1311.193
Africa:Guinea:Boke:Koundara,Africa:Liberia:River Gee,20.60527778,1375.134
Africa:Guinea:Boke:Koundara,Africa:Liberia:Sinoe,20.57944444,1365.295
Africa:Guinea:Conakry:Conakry,Africa:Guinea:Faranah:Dabola,5.763333333,414.924
Africa:Guinea:Conakry:Conakry,Africa:Guinea:Faranah:Dinguiraye,7.194166667,486.658
Africa:Guinea:Conakry:Conakry,Africa:Guinea:Faranah:Faranah,6.297777778,453.699
