dot_name,ansii_name,hid_level,hierarchy_name_id,parentid,hierarchy_name_set_id,shape_id,shape_set_id,shape_class,valid_from,valid_to,raster_notes,st_stats_sum_population
Africa:GUINEA:FARANAH,FARANAH,4,252456,251240,6,1953897,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,747835.4813
Africa:GUINEA:KANKAN,KANKAN,4,252453,251240,6,1953894,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,1406912.881
Africa:GUINEA:KINDIA,KINDIA,4,251455,251240,6,1952911,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,1546197.042
Africa:GUINEA:LABE,LABE,4,252458,251240,6,1953899,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,877205.8727
Africa:GUINEA:MAMOU,MAMOU,4,252455,251240,6,1953896,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,765855.5127
Africa:GUINEA:N'ZEREKORE,N'ZEREKORE,4,252454,251240,6,1953895,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,2129221.527
Africa:SIERRA LEONE:EASTERN,EASTERN,4,253308,251315,6,1954718,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,1467943.531
Africa:SIERRA LEONE:NORTHERN,NORTHERN,4,253310,251315,6,1954720,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,1947295.873
Africa:SIERRA LEONE:SOUTHERN,SOUTHERN,4,253307,251315,6,1954717,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,1280360.535
Africa:SIERRA LEONE:WESTERN AREA,WESTERN AREA,4,253309,251315,6,1954719,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,1078819.575
Africa:GUINEA:BOKE:BOFFA,BOFFA,5,269081,251771,6,1970810,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,181942.0638
Africa:GUINEA:BOKE:BOKE,BOKE,5,269080,251771,6,1970809,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,428498.4035
Africa:GUINEA:BOKE:FRIA,FRIA,5,269061,251771,6,1970790,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,109848.3872
Africa:GUINEA:BOKE:GAOUAL,GAOUAL,5,269076,251771,6,1970805,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,160109.5198
Africa:GUINEA:BOKE:KOUNDARA,KOUNDARA,5,269077,251771,6,1970806,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,103573.4763
Africa:GUINEA:CONAKRY:DIXINN,DIXINN,5,269071,252457,6,1955563,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,264822.6588
Africa:GUINEA:CONAKRY:KALOUM,KALOUM,5,269067,252457,6,1970796,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,128298.1233
Africa:GUINEA:CONAKRY:MATAM,MATAM,5,269064,252457,6,1970793,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,315569.9808
Africa:GUINEA:CONAKRY:MATOTO,MATOTO,5,269063,252457,6,1970792,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,348407.7725
Africa:GUINEA:CONAKRY:RATOMA,RATOMA,5,269070,252457,6,1970799,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,276435.949
Africa:GUINEA:FARANAH:DABOLA,DABOLA,5,269088,252456,6,1970817,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,148069.2708
Africa:GUINEA:FARANAH:DINGUIRAYE,DINGUIRAYE,5,269086,252456,6,1970815,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,166236.0233
Africa:GUINEA:FARANAH:FARANAH,FARANAH,5,269082,252456,6,1970811,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,176238.6551
Africa:GUINEA:FARANAH:KISSIDOUGO,KISSIDOUGO,5,269084,252456,6,1970813,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,257291.532
Africa:GUINEA:KANKAN:KANKAN,KANKAN,5,269089,252453,6,1955564,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,351132.1417
Africa:GUINEA:KANKAN:KEROUANE,KEROUANE,5,269094,252453,6,1970821,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,238620.5028
Africa:GUINEA:KANKAN:KOUROUSSA,KOUROUSSA,5,269092,252453,6,1955565,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,183669.1005
Africa:GUINEA:KANKAN:MANDIANA,MANDIANA,5,269097,252453,6,1970824,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,235125.8434
Africa:GUINEA:KANKAN:SIGUIRI,SIGUIRI,5,269091,252453,6,1970819,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,398365.2924
Africa:GUINEA:KINDIA:COYAH,COYAH,5,269078,251455,6,1970807,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,344935.1983
Africa:GUINEA:KINDIA:DUBREKA,DUBREKA,5,269104,251455,6,1970831,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,164809.587
Africa:GUINEA:KINDIA:FORECARIAH,FORECARIAH,5,269083,251455,6,1970812,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,355407.3107
Africa:GUINEA:KINDIA:KINDIA,KINDIA,5,269103,251455,6,1970830,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,435728.8579
Africa:GUINEA:KINDIA:TELIMELE,TELIMELE,5,269100,251455,6,1970827,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,245316.0878
Africa:GUINEA:LABE:KOUBIA,KOUBIA,5,269107,252458,6,1970834,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,105798.1441
Africa:GUINEA:LABE:LABE,LABE,5,269085,252458,6,1970814,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,298129.8862
Africa:GUINEA:LABE:LELOUMA,LELOUMA,5,269106,252458,6,1970833,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,132326.4739
Africa:GUINEA:LABE:MALI,MALI,5,269105,252458,6,1970832,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,197000.7604
Africa:GUINEA:LABE:TOUGUE,TOUGUE,5,269111,252458,6,1970838,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,143950.6081
Africa:GUINEA:MAMOU:DALABA,DALABA,5,269112,252455,6,1970839,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,170374.2061
Africa:GUINEA:MAMOU:MAMOU,MAMOU,5,269117,252455,6,1970844,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,345975.0835
Africa:GUINEA:MAMOU:PITA,PITA,5,269113,252455,6,1970840,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,249506.2231
Africa:GUINEA:N'ZEREKORE:BEYLA,BEYLA,5,269119,252454,6,1970846,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,202579.5927
Africa:GUINEA:N'ZEREKORE:GUECKEDOU,GUECKEDOU,5,269118,252454,6,1970845,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,656730.6122
Africa:GUINEA:N'ZEREKORE:LOLA,LOLA,5,269095,252454,6,1970822,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,195058.8497
Africa:GUINEA:N'ZEREKORE:MACENTA,MACENTA,5,269125,252454,6,1970852,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,451754.5692
Africa:GUINEA:N'ZEREKORE:N'ZEREKORE,N'ZEREKORE,5,269121,252454,6,1970848,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,352348.9802
Africa:GUINEA:N'ZEREKORE:YOMOU,YOMOU,5,269120,252454,6,1970847,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,270748.9233
Africa:SIERRA LEONE:EASTERN:KAILAHUN,KAILAHUN,5,281358,253308,6,1982894,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,436704.4396
Africa:SIERRA LEONE:EASTERN:KENEMA,KENEMA,5,281360,253308,6,1982896,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,576060.0361
Africa:SIERRA LEONE:EASTERN:KONO,KONO,5,281359,253308,6,1982895,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,455179.0556
Africa:SIERRA LEONE:NORTHERN:BOMBALI,BOMBALI,5,281367,253310,6,1982903,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,452668.1381
Africa:SIERRA LEONE:NORTHERN:KAMBIA,KAMBIA,5,281365,253310,6,1982901,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,287893.8011
Africa:SIERRA LEONE:NORTHERN:KOINADUGU,KOINADUGU,5,281366,253310,6,1982902,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,309855.6254
Africa:SIERRA LEONE:NORTHERN:PORT LOKO,PORT LOKO,5,281361,253310,6,1982897,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,511977.5761
Africa:SIERRA LEONE:NORTHERN:TONKOLILI,TONKOLILI,5,281364,253310,6,1982900,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,384900.7324
Africa:SIERRA LEONE:SOUTHERN:BO,BO,5,281369,253307,6,1982905,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,530737.7406
Africa:SIERRA LEONE:SOUTHERN:BONTHE,BONTHE,5,281368,253307,6,1982904,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,148502.3842
Africa:SIERRA LEONE:SOUTHERN:MOYAMBA,MOYAMBA,5,281371,253307,6,1982907,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,319502.2495
Africa:SIERRA LEONE:SOUTHERN:PUJEHUN,PUJEHUN,5,281370,253307,6,1982906,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,281618.161
Africa:SIERRA LEONE:WESTERN AREA:FREETOWN,FREETOWN,5,281372,253309,6,1982908,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,550641.4714
Africa:SIERRA LEONE:WESTERN AREA:WESTERN RURAL,WESTERN RURAL,5,279745,253309,6,1981308,8,3,1/1/2000,12/31/9999,afripop_30_2010_adj summary 20140714,528178.1033
Africa:Liberia,LIBERIA,3,154,5,1,151,1,1,1/1/1990,12/31/9999,afripop_30_2010_adj summary 20140714,3918031.446
Africa:Liberia:Bomi,BOMI,4,2997,154,1,2994,1,1,1/1/1990,12/31/9999,afripop_30_2010_adj summary 20140714,128281.8661
Africa:Liberia:Bong,BONG,4,987,154,1,984,1,1,1/1/1990,12/31/9999,afripop_30_2010_adj summary 20140714,364173.5722
Africa:Liberia:Gbapolu,GBAPOLU,4,1013,154,1,1010,1,1,1/1/1990,12/31/9999,afripop_30_2010_adj summary 20140714,93921.79037
Africa:Liberia:GrandBassa,GRANDBASSA,4,989,154,1,986,1,1,1/1/1990,12/31/9999,afripop_30_2010_adj summary 20140714,240617.3572
Africa:Liberia:Grand Cape Mount,GRAND CAPE MOUNT,4,988,154,1,985,1,1,1/1/1990,12/31/9999,afripop_30_2010_adj summary 20140714,141864.6175
Africa:Liberia:GrandGedeh,GRANDGEDEH,4,990,154,1,987,1,1,1/1/1990,12/31/9999,afripop_30_2010_adj summary 20140714,139434.4274
Africa:Liberia:GrandKru,GRANDKRU,4,991,154,1,988,1,1,1/1/1990,12/31/9999,afripop_30_2010_adj summary 20140714,67031.13816
Africa:Liberia:Lofa,LOFA,4,992,154,1,989,1,1,1/1/1990,12/31/9999,afripop_30_2010_adj summary 20140714,311522.261
Africa:Liberia:Margibi,MARGIBI,4,993,154,1,990,1,1,1/1/1990,12/31/9999,afripop_30_2010_adj summary 20140714,329711.7832
Africa:Liberia:Maryland,MARYLAND,4,994,154,1,991,1,1,1/1/1990,12/31/9999,afripop_30_2010_adj summary 20140714,129415.0595
Africa:Liberia:Montserrado,MONTSERRADO,4,995,154,1,992,1,1,1/1/1990,12/31/9999,afripop_30_2010_adj summary 20140714,1117220.845
Africa:Liberia:Nimba,NIMBA,4,2994,154,1,2991,1,1,1/1/1990,12/31/9999,afripop_30_2010_adj summary 20140714,535747.5919
Africa:Liberia:River Cess,RIVER CESS,4,2995,154,1,2992,1,1,1/1/1990,12/31/9999,afripop_30_2010_adj summary 20140714,79468.36461
Africa:Liberia:River Gee,RIVER GEE,4,996,154,1,993,1,1,1/1/1990,12/31/9999,afripop_30_2010_adj summary 20140714,89715.09007
Africa:Liberia:Sinoe,SINOE,4,2996,154,1,2993,1,1,1/1/1990,12/31/9999,afripop_30_2010_adj summary 20140714,108749.0666
Africa:Liberia:Bomi:Klay,KLAY,5,28029,2997,1,28027,1,1,1/1/1990,12/31/9999,afripop_30_2010_adj summary 20140714,119939.3588
Africa:Liberia:Bomi:Mecca,MECCA,5,28030,2997,1,28028,1,1,1/1/1990,12/31/9999,afripop_30_2010_adj summary 20140714,8342.507311
Africa:Liberia:Bong:Fuamah,FUAMAH,5,44678,987,1,44676,1,1,1/1/1990,12/31/9999,afripop_30_2010_adj summary 20140714,35634.53356
